,Category,Category FR,Cluster,Cluster FR,Count,Link,Original,Product,Source,Weight,Total
92,Tobacco Accessories,Tobacco Accessories,fleece throw 130 x 150 cm,fleece throw 130 x 150 cm,0.010309278350515464,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw12dc2105/product/07382031_01_001_01.jpg?sw=245&sh=279&sm=fit,Fleece Throw 130 X 150 Cm,fleece throw 130 x 150 cm,hema,1,388.0
93,Tobacco Accessories,Tobacco Accessories,colour film instax mini glossy 2x10 pk,colour film instax mini glossy 2x10 pk,0.010309278350515464,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw31248b27/product/60300125_01_001_01.jpg?sw=245&sh=279&sm=fit,Colour Film Instax Mini Glossy 2X10 Pk,colour film instax mini glossy 2x10 pk,hema,1,388.0
98,Tobacco Accessories,Tobacco Accessories,4 cookie cutter easter,4 cookie cutter easter,0.010309278350515464,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dwc383e55d/product/25810118_01_001_01.jpg?sw=245&sh=279&sm=fit,4 Cookie Cutter Easter,4 cookie cutter easter,hema,1,388.0
100,Tobacco Accessories,Tobacco Accessories,poster clamp a4,poster clamp a4,0.010309278350515464,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw34870f90/product/13680063_01_001_01.jpg?sw=245&sh=279&sm=fit,Poster Clamp A4,poster clamp a4,hema,1,388.0
83,Tobacco Accessories,Tobacco Accessories,king size natural rolled,king size natural rolled,0.007731958762886598,https://m.media-amazon.com/images/I/71PjVmzo0BL._AC_UL320_ML3_.jpg,King Size Natural Rolled,king size natural rolled,amazon,1,388.0
84,Tobacco Accessories,Tobacco Accessories,ear earphone,ear earphone,0.007731958762886598,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw451ee4db/product/39630076_01_001_01.jpg?sw=245&sh=279&sm=fit,Ear Earphone,ear earphone,hema,1,388.0
85,Tobacco Accessories,Tobacco Accessories,tray humidifier cigar hygrometer,tray humidifier cigar hygrometer,0.005154639175257732,https://m.media-amazon.com/images/I/610FsGDqEAL._AC_UL320_ML3_.jpg,Tray Humidifier Cigar Hygrometer,tray humidifier cigar hygrometer,amazon,1,388.0
86,Tobacco Accessories,Tobacco Accessories,6 muffin tin bunny ø 7 cm,6 muffin tin bunny ø 7 cm,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw47dc75ef/product/25810117_01_001_01.jpg?sw=245&sh=279&sm=fit,6 Muffin Tin Bunny Ø 7 Cm,6 muffin tin bunny ø 7 cm,hema,1,388.0
87,Tobacco Accessories,Tobacco Accessories,medicine box 32 x 20 x 19 5 cm,medicine box 32 x 20 x 19 5 cm,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dwcbc1d6e7/product/80300087_01_001_01.jpg?sw=245&sh=279&sm=fit,Medicine Box 32 X 20 X 19 5 Cm,medicine box 32 x 20 x 19 5 cm,hema,1,388.0
88,Tobacco Accessories,Tobacco Accessories,aluminium foil 18 metre,aluminium foil 18 metre,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dweb4443a0/product/20550032_01_001_01.jpg?sw=245&sh=279&sm=fit,Aluminium Foil 18 Metre,aluminium foil 18 metre,hema,1,388.0
91,Tobacco Accessories,Tobacco Accessories,cushion inner filling 50 x 50 cm,cushion inner filling 50 x 50 cm,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw3c4fc2c7/product/07353004_01_001_02.jpg?sw=245&sh=279&sm=fit,Cushion Inner Filling 50 X 50 Cm,cushion inner filling 50 x 50 cm,hema,1,388.0
94,Tobacco Accessories,Tobacco Accessories,soap dish,soap dish,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw480299d3/product/80301502_01_001_01.jpg?sw=245&sh=279&sm=fit,Soap Dish,soap dish,hema,1,388.0
95,Tobacco Accessories,Tobacco Accessories,cotton wool jar,cotton wool jar,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw06336911/product/80322004_01_001_01.jpg?sw=245&sh=279&sm=fit,Cotton Wool Jar,cotton wool jar,hema,1,388.0
96,Tobacco Accessories,Tobacco Accessories,tea service set bio plastic,tea service set bio plastic,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw60553725/product/15120052_01_001_01.jpg?sw=245&sh=279&sm=fit,Tea Service Set Bio Plastic,tea service set bio plastic,hema,1,388.0
97,Tobacco Accessories,Tobacco Accessories,money box rainbow,money box rainbow,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw954b3fc7/product/61122266_01_001_01.jpg?sw=245&sh=279&sm=fit,Money Box Rainbow,money box rainbow,hema,1,388.0
99,Tobacco Accessories,Tobacco Accessories,power bank 5000 mah,power bank 5000 mah,0.005154639175257732,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw7bf3055e/product/39577702_01_001_01.jpg?sw=245&sh=279&sm=fit,Power Bank 5000 Mah,power bank 5000 mah,hema,1,388.0
119,Take Away Mug And Containers,Take Away Mug And Containers,stainles steel bottle,stainles steel bottle,0.32171581769436997,https://i5.walmartimages.com/asr/0b1d1267-2524-4bd1-bcbd-cd757ef424eb_1.0cd090e5bc023674ae21b8764f0be5ec.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,Stainless Steel Bottle,stainles steel bottle,Trendy,1,373.0
120,Take Away Mug And Containers,Take Away Mug And Containers,foldable water bottle,foldable water bottle,0.32171581769436997,https://alidropship.com/wp-content/uploads/2019/09/22-foldable-water-bottle.png,Foldable Water Bottle,foldable water bottle,Trendy,1,373.0
103,Take Away Mug And Containers,Take Away Mug And Containers,mug gift coffee away,mug gift coffee away,0.16085790884718498,https://m.media-amazon.com/images/I/81VsuNic2FL._AC_UL320_ML3_.jpg,Mug Gift Coffee Away,coffee cup mug paper,amazon,1,373.0
102,Take Away Mug And Containers,Take Away Mug And Containers,ip oz take soup,ip oz take soup,0.06702412868632708,https://i5.walmartimages.com/asr/685fd651-0dd8-4c57-b6b6-b2551cecad82_1.464451a48a9d4152e1ff6b93fefee7f4.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Ip Oz Take Soup,oz,walmart,1,373.0
105,Take Away Mug And Containers,Take Away Mug And Containers,meal insulated lunch bento,meal insulated lunch bento,0.032171581769437,https://m.media-amazon.com/images/I/71TIHStnSPL._AC_UL320_ML3_.jpg,Meal Insulated Lunch Bento,lunch insulated meal container,amazon,1,373.0
104,Take Away Mug And Containers,Take Away Mug And Containers,beer large stein ceramic,beer large stein ceramic,0.01876675603217158,https://m.media-amazon.com/images/I/61cv7nm+XlL._AC_UL320_ML3_.jpg,Beer Large Stein Ceramic,beer large stein ceramic,amazon,1,373.0
106,Take Away Mug And Containers,Take Away Mug And Containers,take away,take away,0.013404825737265416,https://m.media-amazon.com/images/I/51feTOchWhL._AC_UL320_ML3_.jpg,Take Away,take away,amazon,1,373.0
107,Take Away Mug And Containers,Take Away Mug And Containers,col dixie collection 832267993,col dixie collection 832267993,0.00804289544235925,https://i5.walmartimages.com/asr/9ede646c-0e57-4766-9ef0-dd73f8f31ab4_1.6795d6484f7da60af09a7731c68b4a50.png?odnHeight=200&odnWidth=200&odnBg=ffffff,Col Dixie Collection 832267993,col dixie collection 832267993,walmart,1,373.0
108,Take Away Mug And Containers,Take Away Mug And Containers,ip boardwalk cup tray hold four 8 32 oz 300 carton bwk4cupcarrier 311587160,ip boardwalk cup tray hold four 8 32 oz 300 carton bwk4cupcarrier 311587160,0.00804289544235925,https://i5.walmartimages.com/asr/406dada3-7c9f-46fe-b9bd-594082ef842b_1.a614ac736444da376bc15b1e802d421c.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Ip Boardwalk Cup Tray Hold Four 8 32 Oz 300 Carton Bwk4Cupcarrier 311587160,ip boardwalk cup tray hold four 8 32 oz 300 carton bwk4cupcarrier 311587160,walmart,1,373.0
109,Take Away Mug And Containers,Take Away Mug And Containers,custom engraved stainle steel mug engrave photo word mug last long mug wash fade away,custom engraved stainle steel mug engrave photo word mug last long mug wash fade away,0.00804289544235925,https://s.alicdn.com/@sc01/kf/Ha0feabe67d43438c802bae4e48199a594.jpg_300x300.jpg,Custom Engraved Stainles Steel Mug Engrave Photo Word Mug Last Long Mug Wash Fade Away,custom engraved stainle steel mug engrave photo word mug last long mug wash fade away,alibaba,1,373.0
110,Take Away Mug And Containers,Take Away Mug And Containers,container plastic lid disposable,container plastic lid disposable,0.00804289544235925,https://m.media-amazon.com/images/I/81gBvBotyrL._AC_UL320_ML3_.jpg,Container Plastic Lid Disposable,plastic lid disposable,amazon,1,373.0
112,Take Away Mug And Containers,Take Away Mug And Containers,food paper kraft container,food paper kraft container,0.00804289544235925,https://m.media-amazon.com/images/I/71Lz5cZJAzL._AC_UL320_ML3_.jpg,Food Paper Kraft Container,food paper kraft,amazon,1,373.0
111,Take Away Mug And Containers,Take Away Mug And Containers,carrier cold drink hot,carrier cold drink hot,0.005361930294906166,https://m.media-amazon.com/images/I/91TcA1+Gq-L._AC_UL320_ML3_.jpg,Carrier Cold Drink Hot,carrier cold drink hot,amazon,1,373.0
113,Take Away Mug And Containers,Take Away Mug And Containers,cake 3 brown bakery,cake 3 brown bakery,0.005361930294906166,https://m.media-amazon.com/images/I/71In3rWcpbL._AC_UL320_ML3_.jpg,Cake 3 Brown Bakery,cake 3 brown bakery,amazon,1,373.0
114,Take Away Mug And Containers,Take Away Mug And Containers,libbey glassware 3795 embassy flute 6 oz pack 12,libbey glassware 3795 embassy flute 6 oz pack 12,0.002680965147453083,https://m.media-amazon.com/images/I/51OVU66xafL._AC_UL320_ML3_.jpg,Libbey Glassware 3795 Embassy Flute 6 Oz Pack 12,libbey glassware 3795 embassy flute 6 oz pack 12,amazon,1,373.0
115,Take Away Mug And Containers,Take Away Mug And Containers,insulated beverage carrier bevbag 2 r cubed reusable plastic tray insert cup included,insulated beverage carrier bevbag 2 r cubed reusable plastic tray insert cup included,0.002680965147453083,https://m.media-amazon.com/images/I/51rhdNIPfrL._AC_UL320_ML3_.jpg,Insulated Beverage Carrier Bevbag 2 R Cubed Reusable Plastic Tray Insert Cup Included,insulated beverage carrier bevbag 2 r cubed reusable plastic tray insert cup included,amazon,1,373.0
116,Take Away Mug And Containers,Take Away Mug And Containers,inno pak 192045724 4 inno box kraft 7 75 x 5 5 x 3 5 pack 90,inno pak 192045724 4 inno box kraft 7 75 x 5 5 x 3 5 pack 90,0.002680965147453083,https://m.media-amazon.com/images/I/71lJn+a979L._AC_UL320_ML3_.jpg,Inno Pak 192045724 4 Inno Box Kraft 7 75 X 5 5 X 3 5 Pack 90,inno pak 192045724 4 inno box kraft 7 75 x 5 5 x 3 5 pack 90,amazon,1,373.0
117,Take Away Mug And Containers,Take Away Mug And Containers,cat butt coaster mug rug coaster cat lady gift,cat butt coaster mug rug coaster cat lady gift,0.002680965147453083,https://i.etsystatic.com/13732675/d/il/49175d/2061193014/il_340x270.2061193014_fupd.jpg?version=0,Cat Butt Coaster Mug Rug Coaster Cat Lady Gift,cat butt coaster mug rug coaster cat lady gift,etsy,1,373.0
118,Take Away Mug And Containers,Take Away Mug And Containers,typography poster dream let anybody take away selena quote motivational inspirational print wall home wall art,typography poster dream let anybody take away selena quote motivational inspirational print wall home wall art,0.002680965147453083,https://i.etsystatic.com/10259647/c/563/447/108/113/il/d234be/1326532252/il_340x270.1326532252_gs9r.jpg,Typography Poster Dream Let Anybody Take Away Selena Quote Motivational Inspirational Print Wall Home Wall Art,typography poster dream let anybody take away selena quote motivational inspirational print wall home wall art,etsy,1,373.0
121,Tableware Accessories,Tableware Accessories,tableware accessor kitchen set,tableware accessor kitchen set,0.3123543123543124,https://s.alicdn.com/@sc01/kf/HLB1W59WQrrpK1RjSZTEq6AWAVXad.jpg_300x300.jpg,Tableware Accessor Kitchen Set,accessor set,alibaba,1,429.0
146,Tableware Accessories,Tableware Accessories,fancy felt coaster,fancy felt coaster,0.27972027972027974,https://alidropship.com/wp-content/uploads/2019/09/14-felt-coasters.png,Fancy Felt Coasters,fancy felt coaster,Trendy,1,429.0
147,Tableware Accessories,Tableware Accessories,retro metal plate,retro metal plate,0.27972027972027974,https://alidropship.com/wp-content/uploads/2019/09/15-retro-metal-plates.png,Retro Metal Plates,retro metal plate,Trendy,1,429.0
122,Tableware Accessories,Tableware Accessories,party birthday tableware cup,party birthday tableware cup,0.03496503496503497,https://i5.walmartimages.com/asr/12f4b198-b623-4b67-aeb9-ac5a3582fbc3_1.7f419c4b70f763a845eca8a7cd916913.jpeg?odnHeight=200&odnWidth=200&odnBg=ffffff,Party Birthday Tableware Cup,party birthday tableware cup,walmart,1,429.0
123,Tableware Accessories,Tableware Accessories,coaster gift gla housewarming,coaster gift gla housewarming,0.009324009324009324,https://i.etsystatic.com/22629610/d/il/34e981/2278652685/il_340x270.2278652685_n6zb.jpg?version=0,Coaster Gift Glas Housewarming,coaster gift gla housewarming,etsy,1,429.0
124,Tableware Accessories,Tableware Accessories,whatnot layer,whatnot layer,0.009324009324009324,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dwa9ce9060/product/25810124_01_001_01.jpg?sw=245&sh=279&sm=fit,Whatnot Layer,whatnot layer,hema,1,429.0
125,Tableware Accessories,Tableware Accessories,holder decoration wedding card,holder decoration wedding card,0.009324009324009324,https://i.etsystatic.com/15004836/d/il/0de67a/1558313224/il_340x270.1558313224_407q.jpg?version=0,Holder Decoration Wedding Card,decoration wedding,etsy,1,429.0
129,Tableware Accessories,Tableware Accessories,cutlery silverware utensil organizer,cutlery silverware utensil organizer,0.006993006993006993,https://m.media-amazon.com/images/I/91+CQwAXKFL._AC_UL320_ML3_.jpg,Cutlery Silverware Utensil Organizer,cutlery silverware utensil,amazon,1,429.0
126,Tableware Accessories,Tableware Accessories,shower paper straw wedding,shower paper straw wedding,0.004662004662004662,https://i.etsystatic.com/7986540/d/il/d0a85a/679373127/il_340x270.679373127_hyaw.jpg?version=1,Shower Paper Straw Wedding,shower paper straw wedding,etsy,1,429.0
127,Tableware Accessories,Tableware Accessories,party straw 15 plastic,party straw 15 plastic,0.004662004662004662,https://i.etsystatic.com/19005213/d/il/c4cb5f/1741876276/il_340x270.1741876276_gkku.jpg?version=0,Party Straw 15 Plastic,party straw 15 plastic,etsy,1,429.0
128,Tableware Accessories,Tableware Accessories,silly present straw gift,silly present straw gift,0.004662004662004662,https://i.etsystatic.com/17662496/d/il/9368ef/1497655430/il_340x270.1497655430_j8nm.jpg?version=0,Silly Present Straw Gift,silly present straw gift,etsy,1,429.0
130,Tableware Accessories,Tableware Accessories,etagere,etagere,0.004662004662004662,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw70cc8c33/product/14230067_01_001_01.jpg?sw=245&sh=279&sm=fit,Etagere,etagere,hema,1,429.0
131,Tableware Accessories,Tableware Accessories,sugar bowl chicago,sugar bowl chicago,0.004662004662004662,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dw33ce1a84/product/80684571_01_001_01.jpg?sw=245&sh=279&sm=fit,Sugar Bowl Chicago,sugar bowl chicago,hema,1,429.0
132,Tableware Accessories,Tableware Accessories,stovetop espresso maker,stovetop espresso maker,0.004662004662004662,https://www.hema.com/dw/image/v2/BBRK_PRD/on/demandware.static/-/Sites-HEMA-master-catalog/default/dwb7e77abb/product/80630323_01_001_01.jpg?sw=245&sh=279&sm=fit,Stovetop Espresso Maker,stovetop espresso maker,hema,1,429.0
133,Tableware Accessories,Tableware Accessories,cambridge plastic plate bowl tumbler dinnerware 12 piece set teal,cambridge plastic plate bowl tumbler dinnerware 12 piece set teal,0.002331002331002331,https://m.media-amazon.com/images/I/61PXs04CQxL._AC_UL320_ML3_.jpg,Cambridge Plastic Plate Bowl Tumbler Dinnerware 12 Piece Set Teal,cambridge plastic plate bowl tumbler dinnerware 12 piece set teal,amazon,1,429.0
134,Tableware Accessories,Tableware Accessories,mug gift super light witne gift wedding evgf request witne,mug gift super light witne gift wedding evgf request witne,0.002331002331002331,https://i.etsystatic.com/10786256/c/1620/1286/122/204/il/db590e/1346700466/il_340x270.1346700466_l72s.jpg,Mug Gift Super Light Witnes Gift Wedding Evgf Request Witnes,mug gift super light witne gift wedding evgf request witne,etsy,1,429.0
135,Tableware Accessories,Tableware Accessories,kid table pack rustic wedding kid activity pack wedding kid table rustic country kraft kid pack kid table placemat country theme,kid table pack rustic wedding kid activity pack wedding kid table rustic country kraft kid pack kid table placemat country theme,0.002331002331002331,https://i.etsystatic.com/15183118/c/800/635/0/82/il/a571aa/1533983096/il_340x270.1533983096_qj97.jpg,Kid Table Pack Rustic Wedding Kid Activity Pack Wedding Kid Table Rustic Country Kraft Kid Pack Kid Table Placemat Country Theme,kid table pack rustic wedding kid activity pack wedding kid table rustic country kraft kid pack kid table placemat country theme,etsy,1,429.0
